Name,Year,Global_Sales
Two Worlds II,2011.0,0.2
Suikoden Tactics,2005.0,0.2
Phantasy Star Online,2000.0,0.2
Dark Messiah of Might and Magic Elements,2008.0,0.2
The Bible Game,2005.0,0.2
Shining Blade,2012.0,0.2
Fairy Fencer F,2013.0,0.2
The Ultimate Red Ball Challenge,2009.0,0.2
State of Decay,2015.0,0.2
Saturday Night Speedway,2004.0,0.2
Langrisser III,1996.0,0.2
ESPN MLB Baseball,2004.0,0.2
Neighborhood Games,2009.0,0.2
Cars,2006.0,0.2
Spy Hunter,2002.0,0.2
Warriors Orochi,2008.0,0.2
Dead to Rights II,2005.0,0.2
Super Dodge Ball Advance,2001.0,0.2
Angry Birds Star Wars,2013.0,0.2
Treasure World,2009.0,0.2
Front Mission Evolved,2010.0,0.2
Body and Brain Connection,2010.0,0.2
MDK,1997.0,0.2
Monster Jam,2007.0,0.2
Afro Samurai,2009.0,0.2
Zone of the Enders HD Collection,2012.0,0.2
Speed Punks,1998.0,0.2
Saints Row IV,2015.0,0.2
Magical Tetris Challenge,1997.0,0.2
Twisted Edge Extreme Snowboarding,1998.0,0.2
South Park Rally,2000.0,0.2
Body Harvest,1998.0,0.2
Snowboard Kids,1996.0,0.2
Shining Hearts,2010.0,0.2
Code of Princess,2012.0,0.2
The Con,2005.0,0.2
Ford Racing Off Road,2008.0,0.2
The Witch and the Hundred Knight,2013.0,0.2
Schlag den Raab,2010.0,0.2
Treasure Hunter G,1996.0,0.2
From Russia With Love,2005.0,0.2
Wing Arms,1994.0,0.2
We Wish You A Merry Christmas,2009.0,0.2
BioShock The Collection,2016.0,0.2
DanceDanceRevolution,2010.0,0.2
Grandia II,2000.0,0.2
Shark Tale,2004.0,0.2
My Secret World by Imagine,2008.0,0.2
Ridge Racer,2011.0,0.2
Gladius,2003.0,0.2
Spore Hero Arena,2009.0,0.2
Record of Agarest War,2008.0,0.2
Taiko Drum Master,2004.0,0.2
Harry Potter and the Goblet of Fire,2005.0,0.2
Sleeping Dogs,2014.0,0.2
NASCAR Unleashed,2011.0,0.2
Backyard Hockey,2003.0,0.2
Shiren the Wanderer,2008.0,0.2
Ore no Shikabane o Koete Yuke,2011.0,0.2
Conan,2007.0,0.2
Ratatouille,2007.0,0.2
Warriors Orochi,2007.0,0.2
MC Groovz Dance Craze,2004.0,0.2
The Thing,2002.0,0.2
Tom and Jerry in House Trap,2000.0,0.2
Family Guy,2006.0,0.2
Mega Man Legacy Collection,2016.0,0.2
Shutter Island,2009.0,0.2
Demon Gaze,2013.0,0.2
Zombie Army Trilogy,2015.0,0.2
The Great Escape,2003.0,0.2
Nostalgia,2008.0,0.19
DiRT Showdown,2012.0,0.19
Arcade Shooting Gallery,2008.0,0.19
The Rise of the Argonauts,2008.0,0.19
Big Mutha Truckers,2002.0,0.19
ESA Foundation Compilation,2005.0,0.19
The Hobbit,2003.0,0.19
The King of Fighters XI,2006.0,0.19
Silent Hill HD Collection,2012.0,0.19
Bound By Flame,2014.0,0.19
Sniper Elite,2005.0,0.19
Arc Rise Fantasia,2009.0,0.19
Breath of Fire II,2001.0,0.19
The Spiderwick Chronicles,2008.0,0.19
Aliens vs Predator,2010.0,0.19
Enchanted Arms,2006.0,0.19
Quantum Theory,2010.0,0.19
Manhunt,2004.0,0.19
Rio,2011.0,0.19
Dream Salon,2009.0,0.19
Disgaea DS,2008.0,0.19
Mystery Tales of Time Travel,2010.0,0.19
Risen,2009.0,0.19
New Love Plus,2012.0,0.19
Final Fantasy XI,2006.0,0.19
Rock Band Country Track Pack,2009.0,0.19
Descent,1996.0,0.19
DanceMasters,2010.0,0.19
Jeep Thrills,2008.0,0.19
FaceBreaker,2008.0,0.19
Majin and the Forsaken Kingdom,2010.0,0.19
Trivial Pursuit unhinged,2004.0,0.19
NHL Hitz Pro,2003.0,0.19
Allied General,1996.0,0.19
Fire ProWrestling G,1999.0,0.19
Binary Domain,2012.0,0.19
GunGriffon,1995.0,0.19
Frequency,2001.0,0.19
The Polar Express,2004.0,0.19
Kan Colle Kai,2016.0,0.19
Sudeki,2004.0,0.19
Hexen,1996.0,0.19
AeroFighters Assault,1997.0,0.19
Quake,1998.0,0.19
Squeeballs Party,2009.0,0.19
Saints Row IV,2013.0,0.19
Fighter Within,2013.0,0.19
SSX Tricky,2002.0,0.19
Shadows of the Damned,2011.0,0.19
Lunar Legend,2002.0,0.19
Brunswick Pro Bowling,2010.0,0.19
Shaun White Skateboarding,2010.0,0.19
Hulk,2003.0,0.19
Shaun White Skateboarding,2010.0,0.19
Boogie,2007.0,0.19
Gungrave,2002.0,0.19
Phantasy Star Universe,2006.0,0.19
Transworld Surf,2002.0,0.19
God Eater Resurrection,2015.0,0.19
Active Health with Carol Vorderman,2009.0,0.19
Escape The Museum,2010.0,0.19
International Soccer,1981.0,0.19
Big Air,1999.0,0.19
Shining Force II,1993.0,0.19
Gallop Racer,1999.0,0.19
Harry Potter and the Prisoner of Azkaban,2004.0,0.19
NASCAR Unleashed,2011.0,0.19
Dynasty Warriors Gundam,2007.0,0.19
College Slam,1995.0,0.19
Zumba Fitness Rush,2012.0,0.19
Pictionary,2010.0,0.19
SoulCalibur Legends,2007.0,0.19
Rise of the Kasai,2005.0,0.19
Thoroughbred Breeder,1993.0,0.19
Momotarou Dentetsu World,2010.0,0.19
The Munchables,2009.0,0.19
We Dance,2011.0,0.19
Bolt,2008.0,0.19
Mathews Bowhunting,2010.0,0.19
Face Training,2007.0,0.19
Super Real Mahjong P V,1995.0,0.19
Farmtopia,2010.0,0.19
SD Gundam GX,1994.0,0.19
MotoGP,2009.0,0.19
Little Battlers eXperience W,2012.0,0.19
Phantasy Star Nova,2014.0,0.19
Call of Juarez,2007.0,0.19
The Bee Game,2007.0,0.19
WWE All Stars,2011.0,0.19
Treasures of the Deep,1997.0,0.19
Fight Club,2004.0,0.18
Syndicate,2012.0,0.18
Pure Futbol,2010.0,0.18
The Last Airbender,2010.0,0.18
Happy Cooking,2006.0,0.18
Reel Fishing II,2000.0,0.18
Ty the Tasmanian Tiger,2002.0,0.18
Dead or Alive,1997.0,0.18
Siren,2003.0,0.18
NARC,2005.0,0.18
Super Robot Taisen J,2005.0,0.18
Evolve,2015.0,0.18
Nep League DS,2007.0,0.18
Borderlands,2009.0,0.18
GameBoy Wars,1991.0,0.18
Amplitude,2003.0,0.18
Alone in the Dark,2008.0,0.18
Shape Up,2014.0,0.18
AirForce Delta Storm,2001.0,0.18
Monopoly Party,2002.0,0.18
How to Train Your Dragon,2010.0,0.18
Remember Me,2013.0,0.18
Chocobo no Fushigi Dungeon for WonderSwan,1999.0,0.18
Atari Anniversary Advance,2002.0,0.18
Shrek SuperSlam,2005.0,0.18
We Sing UK Hits,2011.0,0.18
Mega Man Soccer,1993.0,0.18
ZhuZhu Puppies,2011.0,0.18
Rabbids Party Collection,2010.0,0.18
Trinity Universe,2009.0,0.18
Jewel Match,2010.0,0.18
Dying Light,2015.0,0.18
Super Robot Taisen UX,2013.0,0.18
Six Flags Fun Park,2008.0,0.18
Dengeki Bunko Fighting Climax,2014.0,0.18
Tokyo Xtreme Racer DRIFT,2003.0,0.18
Moon,1997.0,0.18
LEGO Marvel Super Heroes,2013.0,0.18
Disney Friends,2007.0,0.18
Gokujou Parodius,1994.0,0.18
Hyperdimension Neptunia,2013.0,0.18
Guitar Hero Live,2015.0,0.18
Shadow The Hedgehog,2005.0,0.18
Ridge Racer Unbounded,2012.0,0.18
Burnout Legends,2005.0,0.18
Van Helsing,2007.0,0.18
Splatterhouse,2010.0,0.18
MindJack,2011.0,0.18
Dark Souls II,2014.0,0.18
Gun,2005.0,0.18
SingStar Motown,2009.0,0.18
Shadow Madness,1999.0,0.18
Brink,2011.0,0.18
Race Pro,2009.0,0.18
Atari Anniversary Edition Redux,2000.0,0.18
Fireblade,2002.0,0.18
Mercury Meltdown Revolution,2007.0,0.18
WordJong Party,2008.0,0.18
Brunswick Circuit Pro Bowling,1998.0,0.18
Velvet Assassin,2009.0,0.18
Ball Breakers,2000.0,0.18
Charlie and the Chocolate Factory,2005.0,0.18
Skate it,2008.0,0.18
Super Robot Taisen A Portable,2008.0,0.18
Juiced,2005.0,0.18
Virtua Tennis,2002.0,0.18
Tales of the Tempest,2006.0,0.18
Shawn Johnson Gymnastics,2010.0,0.18
NBA Hoopz,2001.0,0.18
ESPN X Games Skateboarding,2001.0,0.18
Brunswick Cosmic Bowling,2010.0,0.18
Backyard Basketball,2004.0,0.18
My French Coach,2007.0,0.18
Castlevania Judgment,2008.0,0.18
Dead or Alive Paradise,2010.0,0.17
Stormrise,2009.0,0.17
SEGA Bass Fishing Duel,2002.0,0.17
Fairytale Fights,2009.0,0.17
Mark Davis Pro Bass Challenge,2002.0,0.17
Warriors of Might and Magic,2001.0,0.17
Open Season,2006.0,0.17
Project Spark,2014.0,0.17
World Championship Poker,2004.0,0.17
Global Defence Force,2005.0,0.17
Smash Court Tennis Pro Tournament,2002.0,0.17
The Cursed Crusade,2011.0,0.17
Super Robot Taisen L,2010.0,0.17
Dungeon Siege III,2011.0,0.17
Time Commando,1996.0,0.17
FaceBreaker,2008.0,0.17
Squeeballs Party,2009.0,0.17
The Hobbit,2003.0,0.17
The Secret World,2012.0,0.17
PlayStation Move Heroes,2011.0,0.17
Sudoku Gridmaster,2006.0,0.17
Power Pro Kun Pocket,1999.0,0.17
Tamagotchi no Narikiri Challenge,2010.0,0.17
Goosebumps HorrorLand,2008.0,0.17
MX World Tour Featuring Jamie Little,2005.0,0.17
RoadKill,2003.0,0.17
Macross Ultimate Frontier,2009.0,0.17
The Rise of the Argonauts,2008.0,0.17
Tokyo Xtreme Racer,1999.0,0.17
Fighter Maker,1998.0,0.17
Bee Movie Game,2007.0,0.17
Batman Begins,2005.0,0.17
Glover,1999.0,0.17
Bratz Kidz,2008.0,0.17
Fairytale Fights,2009.0,0.17
Mahjong Fight Club,2004.0,0.17
World Driver Championship,1999.0,0.17
Zoo Hospital,2008.0,0.17
Time and Eternity,2012.0,0.17
Gundam Assault Survive,2010.0,0.17
Family Feud Decades,2010.0,0.17
Solitaire Overload Plus,2010.0,0.17
Nightmare Creatures II,2000.0,0.17
Catwoman,2004.0,0.17
Bomberman Land,2007.0,0.17
Reloaded,1996.0,0.17
SSX On Tour,2005.0,0.17
Shrek Extra Large,2002.0,0.17
Final Fantasy V,1998.0,0.17
Gunvalkyrie,2002.0,0.17
State of Emergency,2003.0,0.17
Disney Golf,2002.0,0.17
Custom Robo Arena,2006.0,0.17
Mega Man Network Transmission,2003.0,0.17
Pursuit Force,2005.0,0.17
RC Revenge Pro,2000.0,0.17
Valkyria Chronicles,2016.0,0.17
Zoo Keeper,2004.0,0.17
Toukiden Kiwami,2015.0,0.17
Lost Kingdoms,2002.0,0.17
Blood Bowl,2009.0,0.17
Matchbox Cross Town Heroes,2002.0,0.17
Learning to Spell,2010.0,0.17
Super Power League,1993.0,0.17
Easy Piano,2009.0,0.17
Dragon Quest X,2014.0,0.17
Fracture,2008.0,0.17
Sega Superstars,2004.0,0.17
Midway Arcade Treasures,2003.0,0.17
Klonoa,2008.0,0.17
Resident Evil,1997.0,0.17
Wildstar,2014.0,0.17
TOEIC Test Training DS,2007.0,0.17
Anarchy Reigns,2012.0,0.17
FlatOut,2004.0,0.17
Death Trap,1982.0,0.17
Armor Ambush,1981.0,0.17
Parodius,1995.0,0.17
Hyperdimension Neptunia Victory,2012.0,0.16
Taz Wanted,2002.0,0.16
Vehicular Combat League presents Motor Mayhem,2001.0,0.16
Hamster Heroes,2008.0,0.16
Hot Wheels Velocity X,2002.0,0.16
Alien Resurrection,2000.0,0.16
Rio,2011.0,0.16
Gunslingers,2010.0,0.16
Create,2010.0,0.16
ESPN College Hoops,2003.0,0.16
Guilty Gear Judgment,2006.0,0.16
Clash of the Titans,2010.0,0.16
True Swing Golf,2005.0,0.16
Bomberman Land,2000.0,0.16
Curious George,2006.0,0.16
Monster Jam,2007.0,0.16
Medieval Games,2009.0,0.16
Lethal Skies II,2003.0,0.16
Doctor Lautrec and the Forgotten Knights,2011.0,0.16
Godzilla Unleashed,2007.0,0.16
Hot Wheels World Race,2003.0,0.16
San Goku Shi Taisen DS,2007.0,0.16
Kawa no Nushi Tsuri,1998.0,0.16
Heroes over Europe,2009.0,0.16
Dancing With The Stars,2007.0,0.16
Otogirisou,1992.0,0.16
Crash Tag Team Racing,2005.0,0.16
Grease Dance,2011.0,0.16
DS Rakubiki Jiten,2005.0,0.16
Angry Birds Trilogy,2012.0,0.16
Wakeboarding Unleashed Featuring Shaun Murray,2003.0,0.16
The BIGS,2007.0,0.16
Flushed Away,2006.0,0.16
Eragon,2006.0,0.16
Namco Classic Fighter Collection,2008.0,0.16
International Superstar Soccer Deluxe,1995.0,0.16
Field Commander,2006.0,0.16
Robots,2005.0,0.16
The King of Fighters XII,2009.0,0.16
Our House,2009.0,0.16
Power Stakes,1997.0,0.16
Fighters Destiny,1998.0,0.16
Tom and Jerry in Fists of Furry,2000.0,0.16
Hydro Thunder,2000.0,0.16
Space Invaders,1999.0,0.16
Buck Bumble,1998.0,0.16
California Speed,1999.0,0.16
Culdcept SAGA,2006.0,0.16
The Crew,2014.0,0.16
Macross Ace Frontier,2008.0,0.16
Rapala Pro Fishing,2004.0,0.16
TimeShift,2007.0,0.16
Scripps Spelling Bee,2010.0,0.16
Time Hollow,2008.0,0.16
Bulletstorm,2011.0,0.16
Shaun White Skateboarding,2010.0,0.16
Burger Island,2008.0,0.16
Tak and the Guardians of Gross,2008.0,0.16
LEGO The Lord of the Rings,2012.0,0.16
Dengeki Bunko Fighting Climax,2014.0,0.16
Konami Krazy Racers,2001.0,0.16
Saturday Night Slam Masters,1994.0,0.16
Racing Lagoon,1999.0,0.16
Darksiders II,2012.0,0.16
Rio,2011.0,0.16
Power Rangers Double Pack,2005.0,0.16
Mugen Souls,2012.0,0.16
Yakuza Kiwami,2016.0,0.16
Psychic Force,1996.0,0.16
Trigger Man,2004.0,0.16
Monster House,2006.0,0.16
Angry Birds Star Wars,2013.0,0.16
Arcade Zone,2009.0,0.16
Culdcept,2012.0,0.16
Birds of Steel,2012.0,0.16
Halo Triple Pack,2005.0,0.16
Street Racer,1996.0,0.16
Bomberman,2005.0,0.16
Arcana Heart,2007.0,0.16
Infected,2005.0,0.16
Battlestar Galactica,2003.0,0.16
Block Party,2008.0,0.16
Darksiders II,2012.0,0.16
Space Camp,2009.0,0.16
WordJong,2007.0,0.16
Putty Squad,2013.0,0.16
Polaris SnoCross,2000.0,0.16
Muppet RaceMania,1999.0,0.15
Courier Crisis,1997.0,0.15
The Oregon Trail,2011.0,0.15
Driven,2001.0,0.15
Deadly Premonition,2010.0,0.15
Bomberman,2006.0,0.15
The Quest Trio,2008.0,0.15
Space Invaders Extreme,2008.0,0.15
Stormrise,2009.0,0.15
Deponia,2012.0,0.15
Jewel Quest Solitaire,2009.0,0.15
Klax,1989.0,0.15
Pressure Cooker,1982.0,0.15
Saturn Bomberman,1996.0,0.15
Jikkyou Powerful Pro Yakyuu Portable,2006.0,0.15
American Chopper,2004.0,0.15
Sonny with a Chance,2010.0,0.15
Enthusia Professional Racing,2005.0,0.15
Get On Da Mic,2004.0,0.15
Heroes of Mana,2007.0,0.15
Horse Life Adventures,2008.0,0.15
Amagami,2011.0,0.15
Kidou Senkan Nadesico,1997.0,0.15
Darksiders,2010.0,0.15
Active Life Explorer,2010.0,0.15
Theatrhythm Dragon Quest,2015.0,0.15
Metal Slug Anthology,2006.0,0.15
All Japan Pro Wrestling featuring Virtua,1997.0,0.15
Rudra no Hihou,1996.0,0.15
Serious Sam,2002.0,0.15
Kingdom of Paradise,2005.0,0.15
NBA Street Homecourt,2007.0,0.15
The Cursed Crusade,2011.0,0.15
Super Monkey Ball Adventure,2006.0,0.15
Street Fighter Anniversary Collection,2004.0,0.15
Suzumiya Haruhi no Yakusoku,2007.0,0.15
Indigo Prophecy,2005.0,0.15
Mind Zero,2013.0,0.15
World League Soccer,1991.0,0.15
Ultimate Board Game Collection,2007.0,0.15
Syndicate,2012.0,0.15
Samurai Shodown Anthology,2008.0,0.15
Terraria,2011.0,0.15
Space Station Silicon Valley,1997.0,0.15
Dark Rift,1997.0,0.15
Tokyo Xanadu,2015.0,0.15
Burger Island,2009.0,0.15
Rocky,2002.0,0.15
Tetris Attack,1995.0,0.15
Jaws Unleashed,2006.0,0.15
Chessmaster II,1998.0,0.15
DreamWorks Super Star Kartz,2011.0,0.15
Curious George,2006.0,0.15
Geist,2005.0,0.15
Cardinal Syn,1998.0,0.15
Ridge Racer DS,2004.0,0.15
Super Street Fighter II,1993.0,0.15
Shenmue II,2001.0,0.15
Capcom Classics Collection,2005.0,0.15
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,2011.0,0.15
Rayman Raving Rabbids,2007.0,0.15
Batman Begins,2005.0,0.15
Toy Story Racer,2001.0,0.15
Galerians,1999.0,0.15
DrumMania,2000.0,0.15
Arena Football,2006.0,0.15
Tamagotchi no Narikiri Channel,2009.0,0.15
Rayman Origins,2012.0,0.15
Blazing Dragons,1996.0,0.15
Super Monkey Ball Deluxe,2005.0,0.15
High Velocity Bowling,2010.0,0.15
Tamagotchi Collection,2011.0,0.15
Turbo Prop Racing,1997.0,0.15
Mad Dash Racing,2001.0,0.15
Travel Games For Dummies,2008.0,0.15
BMX XXX,2002.0,0.15
Tiger Woods PGA Tour,2004.0,0.15
Drawn to Life Collection,2010.0,0.15
Grabbed by the Ghoulies,2003.0,0.14
Mega Man Powered Up,2006.0,0.14
Barbarian,2002.0,0.14
QuickSpot,2006.0,0.14
Where the Wild Things Are,2009.0,0.14
Derby Stallion Gold,2014.0,0.14
Lost Dimension,2014.0,0.14
Sakura Wars GB,2000.0,0.14
Shining Force CD,1994.0,0.14
Fatal Frame,2001.0,0.14
The Fifth Element,1998.0,0.14
Fast Food Panic,2010.0,0.14
Adrenalin Misfits,2010.0,0.14
Haunted House,2010.0,0.14
Ratatouille,2007.0,0.14
Thunder Truck Rally,1997.0,0.14
Dishonored,2015.0,0.14
Balloon Pop,2009.0,0.14
Second Sight,2004.0,0.14
Monster House,2006.0,0.14
Phantom Brave,2004.0,0.14
Just Cause,2006.0,0.14
ArmA II,2009.0,0.14
Doshin the Giant,2002.0,0.14
Ford Racing Off Road,2008.0,0.14
Kamen Rider Ryuki,2002.0,0.14
Front Mission Alternative,1997.0,0.14
The Orange Box,2007.0,0.14
Super Dodgeball Brawlers,2008.0,0.14
Power Stone,1998.0,0.14
Jonny Moseley Mad Trix,2001.0,0.14
Monster Lab,2008.0,0.14
SSX On Tour,2005.0,0.14
Class of Heroes,2008.0,0.14
Cranium Kabookii,2007.0,0.14
Doom,2001.0,0.14
Hexyz Force,2009.0,0.14
Okami,2012.0,0.14
Soukaigi,1998.0,0.14
Pipe Mania,2008.0,0.14
Krull,1982.0,0.14
Risen,2009.0,0.14
The Da Vinci Code,2006.0,0.14
Watch Dogs,2014.0,0.14
Arctic Tale,2007.0,0.14
Chicken Shoot,2007.0,0.14
Dead to Rights,2002.0,0.14
Sphinx and the Cursed Mummy,2003.0,0.14
Destruction Derby Raw,2000.0,0.14
Bravo Air Race,1997.0,0.14
Onimusha Essentials,2008.0,0.14
Eternal Poison,2008.0,0.14
How to Train Your Dragon,2010.0,0.14
The Granstream Saga,1997.0,0.14
Bio FREAKS,1998.0,0.14
Eternal Eyes,1999.0,0.14
Epidemic,1995.0,0.14
Monster House,2006.0,0.14
Buck Fever,2009.0,0.14
Heroes over Europe,2009.0,0.14
The Bombing Islands,1997.0,0.14
Monster Jam,2007.0,0.14
Robots,2005.0,0.14
Skylanders Giants,2012.0,0.14
Eragon,2006.0,0.14
Micro Machines,2002.0,0.14
Desire,1997.0,0.14
Frank Thomas Big Hurt Baseball,1996.0,0.14
Enclave,2002.0,0.14
Syberia,2008.0,0.14
The Darkness II,2012.0,0.14
Create,2010.0,0.14
Barbie Explorer,2001.0,0.14
NCIS,2011.0,0.14
Jikkyou Powerful Pro Yakyuu Wii,2007.0,0.14
Reality Fighters,2012.0,0.14
Super Puzzle Fighter II Turbo,1996.0,0.14
Ninjatown,2008.0,0.14
Hard Rock Casino,2007.0,0.14
Space Venus starring Morning Musume,2001.0,0.14
To Heart,1999.0,0.14
Wild ARMs XF,2007.0,0.14
Doukyuusei,1995.0,0.14
Science Papa,2009.0,0.14
MySims Collection,2010.0,0.14
Rayman Arena,2002.0,0.14
PaRappa The Rapper,2006.0,0.14
Cyber Sled,1995.0,0.14
Famista Returns,2015.0,0.14
Shining Soul,2002.0,0.14
The Amazing Race,2010.0,0.14
Alvin and the Chipmunks,2007.0,0.14
Happy Feet,2006.0,0.14
In the Hunt,1995.0,0.14
Daytona USA Championship Circuit Edition,1995.0,0.14
Rogue Warrior,2009.0,0.14
Touch My Katamari,2011.0,0.14
Houshinengi,1998.0,0.14
LEGO Island Xtreme Stunts,2002.0,0.14
Cruise Ship Vacation Games,2009.0,0.14
Learn Math,2009.0,0.14
Nitrobike,2008.0,0.14
Magnetica,2006.0,0.14
NBA Jam,2003.0,0.14
Shining Resonance,2014.0,0.14
Apex,2003.0,0.14
Vampire Night,2001.0,0.14
Open Season,2006.0,0.14
Guilty Gear,1998.0,0.14
Top Shot Arcade,2011.0,0.14
ESPN MLB Baseball,2004.0,0.14
NCIS,2011.0,0.14
Gladius,2003.0,0.14
Legends of Wrestling,2002.0,0.14
Nayuta no Kiseki,2012.0,0.14
Quick Yoga Training,2008.0,0.14
Legendary,2008.0,0.13
Backyard Soccer,2001.0,0.13
Bio FREAKS,1998.0,0.13
Castlevania Chronicles,2001.0,0.13
Suzumiya Haruhi no Tomadoi,2008.0,0.13
Dokapon Kingdom,2008.0,0.13
Bratz,2002.0,0.13
King Arthur,2004.0,0.13
Winter Stars,2011.0,0.13
The Guy Game,2004.0,0.13
Blade II,2002.0,0.13
Baseball Advance,2002.0,0.13
Retro Atari Classics,2005.0,0.13
Puzzle Kingdoms,2009.0,0.13
Shovel Knight,2015.0,0.13
Hyperdimension Idol Neptunia PP,2013.0,0.13
Sentou Kokka Air Land Battle,1995.0,0.13
Brain Assist,2007.0,0.13
Azure Dreams,1997.0,0.13
Rumble Roses XX,2006.0,0.13
Space Camp,2009.0,0.13
SingStar Latino,2007.0,0.13
Monster Rancher DS,2008.0,0.13
Venetica,2010.0,0.13
Rogue Ops,2003.0,0.13
NBA Hoopz,2001.0,0.13
Castrol Honda Superbike Racing,1998.0,0.13
My Spanish Coach,2008.0,0.13
Chessmaster,2004.0,0.13
Fatal Inertia,2007.0,0.13
Chicken Run,2000.0,0.13
Shining Force III,1997.0,0.13
WWE Survivor Series,2004.0,0.13
Super Robot Wars BX,2015.0,0.13
Frogger Beyond,2002.0,0.13
RPG Maker II,2002.0,0.13
Destruction Derby Arenas,2004.0,0.13
The Unholy War,1998.0,0.13
Family Fortunes,2009.0,0.13
Amagami,2009.0,0.13
Diablo II,2000.0,0.13
NeverDead,2012.0,0.13
No Fear Downhill Mountain Biking,1998.0,0.13
Fire ProWrestling,2001.0,0.13
Illusion of Gaia,1993.0,0.13
Mega Man Anniversary Collection,2005.0,0.13
The Oregon Trail,2011.0,0.13
Disruptor,1995.0,0.13
Lovely Lisa and Friends,2010.0,0.13
Hasbro Family Fun Pack,2015.0,0.13
Grand Knights History,2011.0,0.13
Sin and Punishment,2000.0,0.13
Shrek Super Party,2002.0,0.13
Sonic Riders,2006.0,0.13
Shimano Xtreme Fishing,2009.0,0.13
Barbie and the Three Musketeers,2009.0,0.13
Secret Agent Clank,2008.0,0.13
The House of the Dead,1997.0,0.13
DreamWorks Super Star Kartz,2011.0,0.13
RealSports Volleyball,1981.0,0.13
Heroes of the Pacific,2005.0,0.13
NightCaster,2002.0,0.13
RollerCoaster Tycoon,2003.0,0.13
Digimon Racing,2004.0,0.13
Last Bronx,1996.0,0.13
Iridion II,2003.0,0.13
Momotaro Douchuuki,1997.0,0.13
Whiplash,2003.0,0.13
Alter Echo,2003.0,0.13
Puzzle de Harvest Moon,2007.0,0.13
Reader Rabbit Kindergarten,2010.0,0.13
Hour of Victory,2007.0,0.13
Namco Soccer Prime Goal,1995.0,0.13
Monster Hunter Frontier Online,2010.0,0.13
Mystic Ark,1995.0,0.13
Venetica,2010.0,0.13
Backyard Baseball,2003.0,0.13
Sega GT,2000.0,0.13
Legends of Wrestling,2002.0,0.13
Gunstar Heroes,1992.0,0.13
Tamagotchi no Pichi Pichi Omisecchi,2010.0,0.13
Shining Wind,2007.0,0.13
Portal Runner,2001.0,0.13
Gravity Rush Remastered,2015.0,0.13
City Crisis,2001.0,0.13
High Rollers Casino,2004.0,0.13
Advent Rising,2005.0,0.13
Surf Riders,1999.0,0.13
Derby Stallion Advance,2002.0,0.13
Monopoly Party,2002.0,0.13
Snood,2001.0,0.13
Fit in Six,2011.0,0.13
DT Racer,2005.0,0.13
SimAnimals Africa,2009.0,0.13
Twister Mania,2011.0,0.13
Black Dawn,1996.0,0.13
Warriors of Might and Magic,2001.0,0.13
Drome Racers,2002.0,0.13
Impossible Mission,2007.0,0.13
NCIS,2011.0,0.13
SkullMonkeys,1998.0,0.13
Cloudy With a Chance of Meatballs,2009.0,0.13
Burnout,2002.0,0.13
Baroque,2007.0,0.13
Crash Tag Team Racing,2005.0,0.13
Freedom Fighters,2003.0,0.13
The Stronghold Collection,2009.0,0.13
Mega Man X Collection,2006.0,0.13
Last Ranker,2010.0,0.13
Quantum Redshift,2002.0,0.13
Battleborn,2016.0,0.13
Legends of Wrestling II,2002.0,0.13
Armed and Dangerous,2003.0,0.13
Supremacy MMA,2011.0,0.13
Actua Tennis,1997.0,0.13
Horse Life,2007.0,0.13
Monster Truck Madness,2003.0,0.12
Sonic Jam,1997.0,0.12
Puella Magi Madoka Magica Portable,2012.0,0.12
Ninja Reflex,2008.0,0.12
Calling,2009.0,0.12
Where the Wild Things Are,2009.0,0.12
Resident Evil,2006.0,0.12
Criticom,1996.0,0.12
Sleeping Dogs,2012.0,0.12
After Hours Athletes,2011.0,0.12
Kidou Senshi Gundam Seed Battle Destiny,2012.0,0.12
Ochaken no Heya DS,2006.0,0.12
Blackwater,2011.0,0.12
Gundam Battle Royale,2006.0,0.12
Guilty Gear X,2001.0,0.12
Karaoke Revolution,2009.0,0.12
Echo Night,1998.0,0.12
Rocket League,2016.0,0.12
Gladiator Begins,2010.0,0.12
Angry Birds Star Wars,2013.0,0.12
Undead Knights,2009.0,0.12
The Ant Bully,2006.0,0.12
Bomberman Party Edition,1998.0,0.12
Escape The Museum,2009.0,0.12
San Goku Shi V,1996.0,0.12
Puzzle Kingdoms,2009.0,0.12
Red Faction II,2003.0,0.12
Daikaijyuu Monogatari II,1996.0,0.12
Voodoo Vince,2003.0,0.12
Bodycount,2011.0,0.12
Kaijuu Busters,2009.0,0.12
Ferrari Challenge Trofeo Pirelli,2008.0,0.12
Curious George,2006.0,0.12
Zathura,2005.0,0.12
Lovely Lisa,2007.0,0.12
Mountain Sports,2009.0,0.12
The God of War Trilogy,2010.0,0.12
Dance Paradise,2010.0,0.12
Cel Damage,2001.0,0.12
My Chinese Coach,2008.0,0.12
Breakdown,2004.0,0.12
Rush,2006.0,0.12
Ecco the Dolphin,1992.0,0.12
Killer is Dead,2013.0,0.12
Lost in Shadow,2010.0,0.12
Cory in the House,2007.0,0.12
McDROID,2011.0,0.12
Macross Triangle Frontier,2011.0,0.12
My Farm Around the World,2008.0,0.12
Zubo,2008.0,0.12
Animal Genius,2007.0,0.12
Sega Soccer Slam,2002.0,0.12
Phantasy Star Universe,2006.0,0.12
Skate City Heroes,2008.0,0.12
NASCAR Unleashed,2011.0,0.12
Mytran Wars,2009.0,0.12
Burning Road,1996.0,0.12
